fundNo,fundName
S80037,鼎幸投资-天生我财投资基金
S80111,上海均直孔最投资合伙企业（有限合伙）
S80125,重庆汇涌金天一股权投资基金合伙企业（有限合伙）
﻿S80140,鸿运一号私募投资基金
S80176,盛世鑫广安3号基金
S80384,华软新动力稳健1期证券投资基金
S80572,瑞民策略精选三号证券投资基金
S80596,格上弘利1期投资基金
S80615,湖北北斗产业创业投资基金合伙企业&#40;有限合伙&#41;
S80667,博量绝对收益一号
S80704,沧海一粟麦岛2号
S80723,金投产业唱吧项目专项资产管理计划
S81116,银石4期基金
S81389,橙蓝成长1号基金
S81390,月恒一期
S81525,金域蓝湾指数量化投资3期
S81548,证大大拇指富乐1号基金
S81553,德福丰盈1号证券投资基金
S81557,上海汉贸投资中心（有限合伙）
S81569,励骏稳健1号私募证券投资基金
S81650,融义稳赢 8 号专项资产管理计划
S81686,嘉理嘉翼私募证券投资基金
S81710,山西中合盛旅游产业股权投资合伙企业（有限合伙）
S81721,大概率资管2号基金
S81755,正前方耀之债券套利3号基金
S81797,磐厚蔚然-PHC商品收益权互换1号基金
S81824,东银汇杰新三板1号私募投资基金
S81830,【丽江复华度假世界】项目投资专项基金
S81879,宏阳1号私募投资基金
S81927,汇梵永安精品一号基金
S81932,长安合晟债券21号分级资产管理计划
S81933,中信建投金晟1号债券分级资产管理计划
S81994,长安德瑞威首创天天红1号基金
S81998,兴业资管·恒利2号私募投资基金
S82000,子午天王星一号私募证券投资基金
S82025,鲸品增强1号基金
S82052,阳光成长2号证券投资基金
S82053,阳光成长3号证券投资基金
S82066,阳光举牌2号证券投资基金
S82068,阳光举牌3号证券投资基金
S82077,夸客博弈二号私募基金
S82090,毅扬一村金牛2号投资基金
S82126,宁波光大金控财智汇通股权投资中心（有限合伙）
S82134,东航金融-领航基金-润天泓义泓宁稳进1号基金
SD2685,北京中富天下投资管理中心（有限合伙）
SD4317,珠海横琴新区铧创新材料投资合伙企业（有限合伙&#41;
SD4639,苏州勤云投资中心（有限合伙）
SD5925,北京中恒康盛投资管理中心（有限合伙）
SD5959,北京中奥鼎盛投资管理中心（有限合伙）
SD6060,苏州联想之星天使投资中心（有限合伙）
SD6487,宁波昊升隆诚股权投资合伙企业（有限合伙）
SD6687,东莞市熔岩创业投资合伙企业（有限合伙）
SN7026,中金·云信私募工场（五期）证券投资集合资金信托计划第6期信托单元（鼎杉1期）
SN7027,中金·云信私募工场（七期）证券投资集合资金信托计划第4期信托单元（鼎杉2期）
AD0048,安信证券紫玺宸-紫星成长集合资产管理计划
S39122,宁波嘉诚蓝峰股权投资合伙企业（有限合伙）
S63569,嘉赢多多股权投资专项基金
S63978,山东信托品质生活2期证券投资集合资金信托计划
S64918,磐厚蔚然-PHC产业价值2号基金
S65686,达仁卓越5号私募证券投资基金
S65757,伟创锦囊1号投资基金
S65935,启赋新材料1号专项基金
S66320,新余熔拓环保投资管理中心（有限合伙）
S67081,融义优选10号专项资产管理计划
S67724,泰发-沧州凤凰城项目基金二期
S68232,万丰友方避险增值5期基金
S68332,上海光竹创业投资中心（有限合伙）
S68778,嘉立（天津）资产管理合伙企业（有限合伙）
S69418,深圳市华睿富投资企业（有限合伙）
S69521,融义组合4号资产管理计划
S80010,东方比逊-新三板15号基金
S80230,歌斐创世文娱六号投资基金
S80395,宁波丰年君元投资合伙企业（有限合伙）
S80416,联创新三板二号基金
S80531,恒睿1号证券投资基金
S80834,特洛伊1号私募证券投资基金
S80965,格上弘利投资基金
S81093,中恒通2号基金
S81217,恒瑞-中国梦二期私募证券投资基金
S81408,歌斐碧桂园桐庐信用债一号投资基金
S81655,慧网容卑待势2号私募基金
S81670,歌斐创世文娱七号投资基金
S81719,上海硅谷天堂吕合投资合伙企业（有限合伙）
S82165,泰歌稳健成长封闭式私募基金Ⅰ期
S82170,合信虑远安石7号基金
S82223,畅联汇金6号基金
S82238,建行群星璀璨1期万博兄弟1号特定多个客户资产滚利计划
S82239,平安汇通搏股通金15号（万博）主动管理旗舰特定客户资产管理计划
S82308,山东信托大浪潮3号证券投资集合资金信托计划资金信托合同
SD3692,常州常以创业投资中心（有限合伙）
SD5058,上海康融股权投资基金合伙企业（有限合伙）
SD5943,贵州民投天下1号有限合伙企业
SD6584,西安华科企业管理咨询（有限合伙企业）
SD6596,北京友山圣跃投资管理中心（有限合伙）
SD6645,新疆分享股权投资合伙企业（有限合伙）
SD6836,烟台市双兴创业投资有限公司
SD6853,北京友山衡融亚农投资管理中心（有限合伙）
SN6002,北京通惠富达财富投资管理有限公司
S20827,北京嘉熠资产管理中心（有限合伙）
S23987,杭州青域践行创业投资合伙企业（有限合伙）
S26738,鼎信长城—方兴空港1号私募投资基金
S26740,鼎信长城—方兴空港2号私募投资基金
S26742,鼎信长城—帆茂TOP10二期私募投资基金
﻿S35979,嘉兴锦道股权投资合伙企业（有限合伙）
S38676,中信安州价值优选25号风险缓冲证券投资集合资金信托计划
S39101,湖汇山2号私募投资基金
S39175,天和一期私募证券投资基金
S60264,度量2期对冲基金
S60401,杭州富阳健坤股权投资基金合伙企业（有限合伙）
S61390,神州牧旭宏证券投资基金
S64223,百宏成长基金
S66036,普伴财富成长1号私募证券投资基金
S66968,长富臻选价值增长并购基金2号
S66978,长富甄选新机遇并购基金1号
S67319,稳正共创新三板基金3号
S68496,中睿合银策略优选系列A号基金
S68592,泽泉神州牧15号证券投资基金
S68772,元普月月盈8号
S69038,嘉兴时玺海一期股权投资基金合伙企业（有限合伙）
S69042,中兴汇金科地3期
S69118,五道资本弘历1期证券投资基金
S69310,嘉兴浙华紫旌投资合伙企业（有限合伙）
S69415,深圳市睿凯丰投资企业（有限合伙）
S69442,源乐晟-巨鲸晟世2号私募证券投资基金
S69602,金牛价值投资1号
S69609,盛世鑫广安1号基金
S69629,拉萨庆德投资中心（有限合伙）
S69667,上海鼓岳投资管理中心（有限合伙）
S69678,大唐财富神龙并购1号投资基金
S69766,万得财富君和一号基金
S80064,植瑞-长青定制9号投资基金
S80079,蝙蝠致远证券投资基金
S80373,上海诺恺创业投资合伙企业（有限合伙）
S80462,东牛创盈私募证券投资基金
S80538,上善神州牧5号证券投资基金
S80763,北京万鼎信业投资管理中心（有限合伙）
S80848,宇纳天添稳健型3号证券投资基金
S80906,凯丰量化1号
S80955,宣博1号私募证券证券投资基金
S81037,恒昌同行1号私募基金
S81199,外贸信托-锐进26期远策尊享系列集合资金信托计划
S81337,国联安-民生信托-中经1号资产管理计划
S81348,国联安-鑫悦3号资产管理计划
S81350,国联安-鑫悦5号资产管理计划
S81444,云南丰赢润嗣投资合伙企业（有限合伙）
S81562,歌斐创世先锋租赁应收款二期投资基金
S81599,上海通盛煜盈1号资产管理计划
S81600,吾泰多策略对冲1期证券投资基金
S81610,杭州泰誉股权投资合伙企业（有限合伙）
S81621,建创1号证券投资基金
S81639,北京建元泓赓投资管理合伙企业（有限合伙）
S81648,泰诚资本北斗系列天枢泰信4号基金
S81669,仁桉·优享3号基金
S81823,山东信托·映雪霜雪【13】期证券投资集合资金信托计划
S81845,长沙美尚投资管理合伙企业（有限合伙）
S81908,甲子基金杭州东大门收益权投资契约型基金
S81973,爱晖5号契约型基金
S82002,金诚新三板稳赢8号基金
S82044,金域蓝湾指数量化投资5期
S82051,中财国盛环保产业投资基金
S82094,万博黄金1号主题证券投资基金
S82099,金诚理业-大唐应收账款1号投资基金
S82110,信达罗杰岛润禾量化对冲1号资产管理计划
S82112,信达罗杰岛润禾量化对冲2号资产管理计划
S82123,江河资本1号证券投资基金
S82139,天治-宽奇宽和1号资产管理计划
S82141,天治-宽奇出奇1号资产管理计划
S82148,钱缘1号证券投资基金
S82155,金诚海外特殊机会基金1号基金
S82176,芜湖海厚泰捌号投资管理中心（有限合伙）
S82212,银叶-广天日月集团工会四期定向资产管理计划
S82232,华侨证券投资基金壹期8号
S82234,念空多策略恒天1期投资基金
S82244,天弘中融景诚8号资产管理计划
S82249,中信建投基金－中融景诚11号债券型分级资产管理计划
S82252,冠通北纬-秋水致选1号定向资产管理计划
S82262,百仑量化对冲基金一期
S82263,银叶-宁海城投工会定向资产管理计划
S82268,源沣进取1号证券投资基金
S82278,国泰元鑫蓝天环保嘉和1号专项资产管理计划
S82301,鹏华资产淘利1号资产管理计划
S82372,中信建投百年人寿股票组合1号定向资产管理计划
S82381,陆家嘴财富-大河基金9-2号
S82546,钧源一号证券投资基金
S82547,钧源二号股权投资基金
SD6628,广州中铁合银投资合伙企业（有限合伙）
SD6690,中山中农科源科技产业投资管理中心（有限合伙）
SD6691,烟台天使大学生创业投资中心（有限合伙）
SD6697,上海沃源投资合伙企业（有限合伙）
S20683,泉州建信文化产业发展合伙企业（有限合伙）
S25942,上海耀之龙首进取基金
S27411,德清凯创投资合伙企业（有限合伙）
S34247,天津通万投资合伙企业（有限合伙）
S38576,杭州国水投资管理（有限合伙）合伙协议
S38658,忠天创亿金融大国基金
S39965,杉杉投资-创晖2号资产管理计划
S61044,德清凯锦投资合伙企业（有限合伙）
S63704,上海恒奉投资管理合伙企业（有限合伙）
S63921,深圳华晟丰达投资合伙企业（有限合伙）
S64821,凯聪对冲旗舰基金
S65110,持赢成长1号基金
S65404,孟谷拓富1号基金
S65831,浙江天堂硅谷晨曦创业投资有限公司
﻿S66239,植瑞-丰汇1号投资基金
S66346,敦敏资产钱塘汇MOM基金
S66658,新华财富新舟一号基金
S67123,上海仰岳晋汇投资合伙企业（有限合伙）
S67294,津圆资产盈盛家族财富管理基金
S67890,九江东海中泰股权投资合伙企业（有限合伙）
S68027,厚生创投阳光私募基金--厚德载物2号
S68045,宁波聚信汇远投资管理合伙企业（有限合伙）
S68046,慧安浙商家族1号私募证券投资基金
S68397,歌斐瑞锐多策略对冲1号私募投资基金
S68456,华夏未来泽时进取1号—鑫享D基金
S68914,华夏未来泽时进取1号-华安A期基金
S69095,平安阖鼎*对冲优选（大岩ALPHA）1号证券投资基金
S69097,平安阖鼎*对冲优选（大岩ALPHA）2号证券投资基金
S69513,深圳兴航融投股权投资基金合伙企业（有限合伙）
S69632,金汇鼎圣-百万宝1号资产管理计划
S69676,深圳丰泽玉新板基金管理（有限合伙）
S69687,数金泰山量化对冲私募证券投资基金
S69810,文鑫1号证券投资基金
S69868,深圳市华睿汇通投资企业（有限合伙）
S69983,弘哲亿信创赢5号
S80060,新方程启辰天使FOF基金3期
S80112,前海方舟财富领航私募基金
S80259,海石季度丰基金-五牛尊谭
S80494,汉和资本-私募学院菁英7号基金
S80638,量道趋势1号证券投资基金
S80642,钜致泰禾不动产投资基金1号
S80856,苏州海厚泰肆号投资管理中心（有限合伙）
S80951,思致投资新三板1号基金
S80954,京冀协同发展曹妃甸投资基金唐山一期（有限合伙）
S81021,歌斐诺宝全天候对冲母基金1期
S81159,上海臻界翊畅投资管理合伙企业（有限合伙）
S81229,山西中合盛新兴产业股权投资合伙企业（有限合伙）
S81388,中骏厚生新三板定增证券投资基金
S81435,中兴汇金东铁1期
S81486,凯银资产优化策略专项2号资产管理计划
S81524,富安达-巨杉天谱8号资产管理计划
S81666,无锡国经众新投资管理合伙企业（有限合伙）
