registerCode,name
SR7210,华安资产-智盈17号资产管理计划
SR7295,金鹰穗盈定增318号资产管理计划
SR7165,嘉实资本极光24号专项资产管理计划
SR7266,浦银安盛-浦信盈10号资产管理计划
SR7275,汇添富-平安添富牛2号资产管理计划
SR7223,华安资产-智盈15号资产管理计划
SR7289,财通基金-上海银行-梧桐定增1号资产管理计划
SR7254,光大保德信呈瑞创智量化2号资产管理计划
SR7133,前海联合-国联信托-海联1号资产管理计划
SR7124,兴业财富-兴享进取FOF1号专项资产管理计划
SR7271,华商基金多策略绝对收益1号资产管理计划
SR7171,中邮创业基金-港股精选资产管理计划
SR7273,财通基金-杭吉1号资产管理计划
SR7258,财通基金-浦发银行-云信智兴2号资产管理计划
SR7239,太平基金-稳健21号资产管理计划
SR7244,易方达资产-华宝量化一号专项资产管理计划
SR7229,海富通富鑫1号资产管理计划
SR7173,华安资产-中平国瑀一号资产管理计划
SR7207,大成基金-招商银行-太原市城区联社-景云7号资产管理计划
SR6897,易方达资产智远2号专项资产管理计划
SR6898,易方达资产智远1号专项资产管理计划
SR6954,银华乐水七号资产管理计划
SR7007,创金合信华融乐山7号资产管理计划
SR7080,兴业财富-兴隆89号2期特定多客户专项资产管理计划
SR7047,财通基金—玉泉691号资产管理计划
SR6871,金鹰穗通定增347号资产管理计划
SR6979,新华富时民生盈华6号专项资产管理计划
SR6872,诺德基金千金128号特定客户资产管理计划
SR7081,博时资本-铂锭456号专项资产管理计划
SR6965,中银基金-灵富1号资产管理计划
SR6971,兴全-可交换私募债56期分级特定多客户资产管理计划
SR6966,中银基金-聚元利1号资产管理计划
SR7045,北信瑞丰基金百瑞35号资产管理计划
SR7072,平安大华浦发云信定增1号特定客户资产管理计划
SR7046,财通基金-瀚臻定增1号资产管理计划
SR7040,国泰-安信证券定向增发1号资产管理计划
SR6977,中铁宝盈-北泰优选3号资产管理计划
SR6842,前海开源中源定增2号资产管理计划
SR7067,长江1号专项资产管理计划
SR7077,融通资本鼎鑫48号专项资产管理计划
SR7032,广发基金邹蔬霞资产管理计划
SR7026,中欧基金-天赢1号资产管理计划
SR7070,鹏华资产中证500指数增强FOF专项资产管理计划
SR6894,创金合信浦信6号资产管理计划
SR6996,融通-万向信托融裕67号特定客户资产管理计划
SR6993,兴银基金-兴泓13号资产管理计划
SR6841,前海开源中源定增1号资产管理计划
SR6870,金鹰穗通定增338号资产管理计划
S99194,天弘创新-恒天鑫利4号专项资产管理计划
SR7033,中欧基金-建信资本2号资产管理计划
SR7052,财通基金-联发2号资产管理计划
SR7065,光大保德信-至信25号资产管理计划
SR7017,鹏华资产天行润汇1号1期专项资产管理计划
SR6780,金元顺安云栖4号资产管理计划
SR6631,万家共赢青岛2号专项资产管理计划
SR6777,鹏华资产中证500指数增强FOF1号专项资产管理计划
SR6786,鹏华资产搏股通金2号（和聚）主动管理十六期专项资产管理计划
SR6729,平安大华安赢汇富云信2号资产管理计划
SR6622,新华基金-罗平锌电定增1号资产管理计划
SR6653,金元顺安黄浦强债一期资产管理计划
SR6710,华夏基金融通资本稳盈股票1号资产管理计划
SR6614,嘉实资本稳健103号专项资产管理计划
SR6734,博时锦鑫稳宝2号特定客户资产管理计划
SR6628,博时基金-传奇1号特定多客户资产管理计划
SR6753,金元顺安建业1号资产管理计划
﻿SR6657,金元百利惠泽1号专项资产管理计划
SR6783,汇安基金-常州投资1号资产管理计划
SR6667,金元顺安瑞福3号资产管理计划
SR6736,国泓资产-佳胜2号单一客户专项资产管理计划
SR6748,鑫沅资产鑫梅花312号专项资产管理计划
SR6804,千石资本-鑫宝592号专项资产管理计划
SR6741,创金合信-招商银行-鼎鑫泓谟1号资产管理计划
SR6683,首誉光控-花样年喜年1号专项资产管理计划
SR6534,平安大华安赢汇富云信3号资产管理计划
SR6431,北银丰业汇聚金1号专项资产管理计划
SR6554,北信瑞丰基金百瑞58号资产管理计划
SR6479,兴全-赢利1号特定客户资产管理计划
SR6542,中融基金-融耀定增24号资产管理计划
SR6452,华安基金-中平国瑀二号资产管理计划
SC7273,鹏华基金-南方资本-量化对冲1号资产管理计划
SR6578,建信-融晨漂亮α资产管理计划
SR6436,创金合信联储连赢资产管理计划
SR6477,海富通欣祥二号资产管理计划
SR6533,华润元大资产润盈2号专项资产管理计划
SR6579,鹏华基金-稳益3号资产管理计划
SR6552,瑞元资本浦发银行浦瑞投资33号专项资产管理计划
SR6575,信诚基金—金控资本1号资产管理计划
SR6471,银华资本瑞康壹号专项资产管理计划
SR6553,易方达资产-建行稳定增利2号专项资产管理计划
SR6562,汇安瑞鑫一号资产管理计划
SR6584,财通基金-鼎顺定增1号资产管理计划
SR6470,国泰元鑫傲瑞1号三期专项资产管理计划
SR6576,光大保德信耀财富富增8号专项资产管理计划
SR6589,财通基金-锦和定增分级6号资产管理计划
SR6458,汇安基金-长江产业1号资产管理计划
SR6550,平安大华共享1号特定客户资产管理计划
SR6596,中银基金-欣富1号资产管理计划
SR6526,银华财富-富善汇远量化定增5号专项资产管理计划
SR6433,光大保德信-中信建投20号资产管理计划
SR6459,浦银安盛-浦信盈15号资产管理计划
SR6588,长安长晟华年5号资产管理计划
SR6597,中银基金-宏享利1号资产管理计划
SR6585,中银基金-益富1号资产管理计划
SR6580,鹏华基金-鹏济1号资产管理计划
SR6339,兴全睿众23号特定多客户资产管理计划
SR6370,中融基金-融耀定增22号资产管理计划
SR6381,财通基金-玉泉理成16号资产管理计划
SR6387,汇安基金-睿丰1号资产管理计划
SR6360,易方达基金华林1号资产管理计划
SR6389,中信建投基金广远2号资产管理计划
SR6399,安信乾盛绝对收益策略FOF专项资产管理计划
SR6342,大成基金-兴业财富1号资产管理计划
SR6330,东吴灵通2号资产管理计划
SR2534,国泰元鑫英诺伟专项资产管理计划
SR6397,西部利得-海通-安盈18号资产管理计划
SR6362,富国稳定增利2号资产管理计划
SR6411,兴业财富-兴享进取FOF2号专项资产管理计划
SR6371,天弘创新-晋商1号专项资产管理计划
SR6380,财通基金-玉泉理成15号资产管理计划
SR6386,融通资本开元六十五专项资产管理计划
SR6358,鹏扬申万长风稳健一号资产管理计划
SR6395,诺德灵活阿尔法6号特定客户资产管理计划
SR6186,金元顺安忻泰1号资产管理计划
SR6198,财通基金-富春定增1177号资产管理计划
SR6185,金元顺安韶夏7号资产管理计划
SR6191,平安汇通·平安金橙财富朝盈151号专项资产管理计划
SR6151,信诚基金定丰31号资产管理计划
SR6126,西部利得-海通-安盈17号资产管理计划
SR6209,高特佳健康产业基金2号专项资产管理计划
SR6155,银华财富-富善汇远量化定增5号尊享1期专项资产管理计划
SR4996,多策略1号资产管理计划
SR6182,新华富时新富2号专项资产管理计划
SR6150,前海联合-中融信托-丰融盛海1号资产管理计划
SR6085,金鹰穗通定增333号资产管理计划
SR6189,平安汇通·平安金橙财富朝盈150号专项资产管理计划
SR6194,华安-北信1号资产管理计划
SR6077,汇安基金-长安信托景唐债券1号资产管理计划
SR6090,长盛创富盛金40号专项资产管理计划
SR6074,首誉光控-崇州投资2号专项资产管理计划
SR6178,银华财富-富善汇远量化定增5号尊享2期专项资产管理计划
SR6187,金元顺安晋泰1号资产管理计划
SR6210,安信基金恒利3号资产管理计划
SR6176,光大保德信磐石新利16号资产管理计划
SR6181,新华富时新富1号专项资产管理计划
S94029,千石资本-淘金5号资产管理计划
SR6199,财通基金-富春定增1231号资产管理计划
SR6165,光大保德信呈瑞创智量化1号资产管理计划
SR6122,建信资本河南矿建专项资产管理计划
SR6034,博时资本-收益增强20号专项资产管理计划
SR5948,博时基金前海瑞旗粤升6号资产管理计划
SR5863,申万菱信国鑫固收混合策略资产管理计划
SR5963,建信基金-杭州银行-韶夏1号资产管理计划
S93996,千石资本-浙商银行鑫宝66号专项资产管理计划
SR5852,银华资本启航4号专项资产管理计划
SR5989,鹏华基金-汉口银行远航1号资产管理计划
SR5950,北银丰业海鑫泰富专项资产管理计划
SR5796,汇添富-添富牛86号资产管理计划
SR5964,建信基金瑞新6号资产管理计划
SR5829,新华富时合兴10号专项资产管理计划
SR5896,德邦创新资本-鸿米中邮系列应收账款投资3号专项资产管理计划
SR5956,国寿财富-惟勤56号专项资产管理计划
SR5943,东海基金-金龙33号资产管理计划
SR5979,浦银安盛-浦信盈9号资产管理计划
SR5946,华富资管聚宝盆1号专项资产管理计划
S91434,中海恒信-浙商银行3号单一客户专项资产管理计划
﻿SR5880,交银施罗德烟台银行收益增强资产管理计划
SR5980,建信资本嘉实1号专项资产管理计划
SR5978,建信资本灵活配置专项资产管理计划
SA1178,工银瑞信投资-新七建筑专项资产管理计划
SR5982,金元顺安云栖3号资产管理计划
SR5977,汇安基金-盘京1号资产管理计划
S89207,东方汇智-光大银行-齐鲁1号资产管理计划
SR5870,建信龙粤挂钩23号特定多个客户资产管理计划
S91867,中铁宝盈-FOX2号信托产品投资31号专项资产管理计划
SR5968,中信建投基金广饶农商资产管理计划
SR5771,博时资本-铂锭455号专项资产管理计划
SR5584,长城基金-嘉宝现金管理资产管理计划
SR5674,金元百利宏景2号专项资产管理计划
SR5707,融通融海18号（QDII）特定客户资产管理计划
SR5552,英大资本大龙汇源应收账款债权投资1号专项资产管理计划
SR5664,建信中航定增精选2号资产管理计划
SR5685,鹏华资产搏股通金30号（从容）全天候配置二期资产管理计划
SR5665,建信中航定增精选3号资产管理计划
SR5717,东吴鼎铭1号资产管理计划
SR5731,财通资产-新特材料股权收益权投资特定多个客户专项资产管理计划
SR5663,建信中航定增精选1号资产管理计划
SR5705,光大保德信耀财富富增7号专项资产管理计划
SR5701,中融基金-融耀定增25号资产管理计划
SR5656,申万菱信-招商银行-外贸信托银河投资1号资产管理计划
SR5722,万家共赢彩虹104号济南农商专项资产管理计划
SR5709,德邦-德星8号专项资产管理计划
SR5728,金元顺安石狮1号资产管理计划
SR5740,财通基金-天润资本9号资产管理计划
SR5465,北信瑞丰基金丰庆122号资产管理计划
SR5342,博时资本-铂锭454号专项资产管理计划
SR5349,易方达资产易成37号专项资产管理计划
SR5418,九泰基金-长城投资1号资产管理计划
SR5471,北信瑞丰基金丰庆91号资产管理计划
SR5385,兴瀚资管-兴晟湘108号单一客户专项资产管理计划
SR5519,汇添富-添富牛91号资产管理计划
SR5434,新华基金-博泽资产稳健1号专户资产管理计划
SR5513,兴业财富-中石油混改1号专项资产管理计划
SR5507,海富通-广发银行-海外6号QDII资产管理计划
SR5483,天弘创新-大数据股权投资成长壹号专项资产管理计划
SR5502,财通基金-玉泉727号资产管理计划
SR5412,景顺长城基金-港股通1号资产管理计划
SR3289,多策略1号睿进1号资产管理计划
SR5443,兴全-波司登2期特定客户资产管理计划
SR5292,鹏华资产搏股通金2号（和聚）主动管理十九期专项资产管理计划
SR5294,申万菱信-船王1号资产管理计划
SR5247,德邦创新资本首映影业专项资产管理计划
SR5156,兴瀚资管-兴晟156号单一客户专项资产管理计划
SR5211,华夏基金-汉口银行远航1号资产管理计划
SR4932,鹏华资产搏股通金2号（和聚）主动管理二十期专项资产管理计划
SR5120,浦银安盛-浦信盈8号资产管理计划
